year,id_,wrkstat,marital,age,educ,degree,sex,hompop,tvhours,coninc,ballot
2018,297,In school,Never married,18,11,Less than high school,FEMALE,2,1,98140.0,Ballot b
2018,298,Retired,Never married,39,20,Graduate,MALE,2,7,158201.84123,Ballot a
2018,299,Working full time,Never married,31,20,Graduate,FEMALE,1,4,47317.5,Ballot a
2018,300,Working full time,Never married,44,16,Bachelor's,FEMALE,1,.i:  Inapplicable,57832.5,Ballot c
2018,301,Working full time,Married,46,16,Bachelor's,FEMALE,2,2,98140.0,Ballot b
2018,302,"Unemployed, laid off, looking for work",Married,56,13,High school,FEMALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,303,Working full time,Married,37,12,High school,MALE,4,1,158201.84123,Ballot a
2018,304,Working full time,Divorced,52,20,Graduate,FEMALE,1,2,84120.0,Ballot b
2018,305,Working part time,Married,69,14,High school,MALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,306,Working full time,Separated,34,12,High school,MALE,2,1,38555.0,Ballot a
2018,307,Working full time,Never married,25,17,Bachelor's,MALE,4,.i:  Inapplicable,-100.0,Ballot c
2018,308,Working full time,Never married,33,8,Less than high school,MALE,3,.i:  Inapplicable,-100.0,Ballot c
2018,309,Working full time,Divorced,45,12,High school,FEMALE,1,2,16648.75,Ballot b
2018,310,Retired,Married,57,16,Bachelor's,MALE,4,.i:  Inapplicable,158201.84123,Ballot c
2018,311,Retired,Divorced,77,14,High school,MALE,1,4,47317.5,Ballot a
2018,312,Working full time,Never married,29,16,Bachelor's,MALE,1,0 hours,70100.0,Ballot a
2018,313,Working full time,Widowed,58,18,Graduate,MALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,314,Working full time,Married,42,20,Graduate,MALE,2,.i:  Inapplicable,84120.0,Ballot c
2018,315,Working full time,Divorced,65,13,High school,MALE,1,1,47317.5,Ballot a
2018,316,Working full time,Never married,25,16,Bachelor's,FEMALE,2,.i:  Inapplicable,22782.5,Ballot c
2018,317,Retired,Married,76,19,Graduate,MALE,2,0 hours,70100.0,Ballot a
2018,318,Keeping house,Widowed,73,12,High school,FEMALE,2,4,38555.0,Ballot b
2018,319,Working full time,Married,34,20,Graduate,FEMALE,2,0 hours,98140.0,Ballot b
2018,320,Working full time,Married,51,12,High school,MALE,2,8,47317.5,Ballot a
2018,321,Keeping house,Married,78,14,High school,FEMALE,2,.i:  Inapplicable,16648.75,Ballot c
2018,322,Working part time,Married,53,12,High school,MALE,3,8,38555.0,Ballot a
2018,323,Retired,Married,83,11,Less than high school,MALE,2,2,19277.5,Ballot a
2018,324,Other,Never married,58,7,Less than high school,FEMALE,4,.i:  Inapplicable,9638.75,Ballot c
2018,325,Retired,Widowed,73,12,Less than high school,MALE,3,8,-100.0,Ballot b
2018,326,Retired,Widowed,83,10,High school,FEMALE,1,2,1402.0,Ballot b
2018,327,Retired,Separated,86,12,High school,MALE,1,16,16648.75,Ballot a
2018,328,Other,Widowed,70,14,High school,FEMALE,1,.i:  Inapplicable,16648.75,Ballot c
2018,329,Keeping house,Never married,31,17,Bachelor's,FEMALE,2,1,57832.5,Ballot b
2018,330,In school,Never married,24,16,Bachelor's,FEMALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,331,Working full time,Never married,42,14,Associate/junior college,MALE,2,2,26287.5,Ballot b
2018,332,Working full time,Married,34,16,Graduate,FEMALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,333,In school,Divorced,70,19,Graduate,FEMALE,1,2,-100.0,Ballot b
2018,334,Keeping house,Never married,37,12,High school,FEMALE,2,5,38555.0,Ballot b
2018,335,Retired,Married,70,18,Graduate,MALE,2,1,112160.0,Ballot a
2018,336,Retired,Married,71,12,High school,MALE,2,3,57832.5,Ballot a
2018,337,Working full time,Never married,26,16,Graduate,FEMALE,1,1,31545.0,Ballot b
2018,338,Working full time,Married,54,16,Graduate,MALE,4,.i:  Inapplicable,158201.84123,Ballot c
2018,339,Working full time,Married,40,16,Bachelor's,FEMALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,340,Working full time,Divorced,56,16,Bachelor's,FEMALE,1,2,158201.84123,Ballot b
2018,341,Working full time,Widowed,60,20,Graduate,MALE,1,.i:  Inapplicable,98140.0,Ballot c
2018,342,Working full time,Married,72,16,Bachelor's,MALE,2,4,158201.84123,Ballot a
2018,343,Working full time,Married,35,16,Bachelor's,FEMALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,344,Working full time,Married,55,18,Graduate,MALE,3,0 hours,158201.84123,Ballot b
2018,345,In school,Married,28,14,Associate/junior college,FEMALE,2,3,57832.5,Ballot a
2018,346,Other,Divorced,77,13,High school,FEMALE,1,.i:  Inapplicable,6309.0,Ballot c
2018,347,Working full time,Never married,30,12,High school,FEMALE,2,2,-100.0,Ballot b
2018,348,Retired,Widowed,67,12,High school,FEMALE,1,6,11391.25,Ballot a
2018,349,In school,Never married,53,12,High school,FEMALE,1,8,11391.25,Ballot a
2018,350,"Unemployed, laid off, looking for work",Married,37,15,High school,FEMALE,2,.i:  Inapplicable,31545.0,Ballot c
2018,351,Working full time,Married,51,14,Graduate,FEMALE,2,2,158201.84123,Ballot b
2018,352,Other,Married,35,12,High school,FEMALE,1,2,16648.75,Ballot a
2018,353,Retired,Married,60,20,Graduate,FEMALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,354,Retired,Married,68,16,Graduate,MALE,2,5,84120.0,Ballot a
2018,355,Working full time,Married,43,20,Graduate,MALE,2,1,158201.84123,Ballot a
2018,356,Keeping house,Married,36,12,High school,FEMALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,357,Working full time,Never married,34,9,Less than high school,FEMALE,1,.i:  Inapplicable,9638.75,Ballot c
2018,358,Working full time,Married,39,18,Graduate,MALE,2,1,98140.0,Ballot b
2018,359,Working full time,Never married,52,14,Associate/junior college,MALE,1,3,57832.5,Ballot a
2018,360,Working full time,Separated,70,12,High school,MALE,1,.i:  Inapplicable,70100.0,Ballot c
2018,361,Retired,Married,60,12,High school,MALE,2,2,-100.0,Ballot b
2018,362,Keeping house,Married,61,13,High school,FEMALE,2,3,57832.5,Ballot a
2018,363,Working part time,Married,32,14,High school,FEMALE,1,1,38555.0,Ballot b
2018,364,Working full time,Separated,40,16,Bachelor's,FEMALE,1,1,31545.0,Ballot a
2018,365,Working full time,Divorced,44,17,Associate/junior college,MALE,3,.i:  Inapplicable,158201.84123,Ballot c
2018,366,Keeping house,Divorced,67,6,Less than high school,FEMALE,1,.i:  Inapplicable,-100.0,Ballot c
2018,367,Working full time,Never married,70,16,Graduate,FEMALE,1,0 hours,98140.0,Ballot a
2018,368,Working full time,Never married,27,16,Bachelor's,FEMALE,2,.i:  Inapplicable,57832.5,Ballot c
2018,369,Working full time,Married,30,18,Graduate,FEMALE,2,0 hours,158201.84123,Ballot b
2018,370,Working full time,Married,61,16,High school,MALE,2,10,158201.84123,Ballot a
2018,371,Working full time,Never married,30,16,Bachelor's,MALE,1,1,158201.84123,Ballot a
2018,372,Working full time,Married,38,16,Bachelor's,MALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,373,Working full time,Never married,27,16,Bachelor's,FEMALE,3,1,158201.84123,Ballot a
2018,374,Retired,Married,67,15,Associate/junior college,FEMALE,2,5,-100.0,Ballot b
2018,375,Working full time,Separated,45,16,Bachelor's,MALE,1,3,84120.0,Ballot a
2018,376,Retired,Married,68,14,Associate/junior college,FEMALE,2,.i:  Inapplicable,70100.0,Ballot c
2018,377,Working full time,Never married,18,14,High school,FEMALE,3,1,38555.0,Ballot b
2018,378,Retired,Widowed,77,14,High school,FEMALE,2,2,158201.84123,Ballot a
2018,379,Keeping house,Widowed,78,16,Bachelor's,FEMALE,1,2,84120.0,Ballot a
2018,380,Working part time,Married,61,16,Bachelor's,FEMALE,2,2,98140.0,Ballot b
2018,381,Working part time,Married,72,12,High school,MALE,3,3,70100.0,Ballot b
2018,382,Keeping house,Widowed,89 or older,12,High school,FEMALE,1,.i:  Inapplicable,-100.0,Ballot c
2018,383,Retired,Widowed,75,19,Bachelor's,FEMALE,1,2,70100.0,Ballot a
2018,384,Working part time,Married,48,15,Bachelor's,MALE,3,.i:  Inapplicable,57832.5,Ballot c
2018,385,Working full time,Married,48,16,Graduate,FEMALE,2,1,158201.84123,Ballot a
2018,386,Working full time,Never married,41,16,Bachelor's,FEMALE,1,4,47317.5,Ballot a
2018,387,Working full time,Never married,30,16,Bachelor's,FEMALE,3,1,47317.5,Ballot b
2018,388,Working full time,Never married,29,20,Graduate,FEMALE,2,0 hours,26287.5,Ballot a
2018,389,Working full time,Married,38,14,Associate/junior college,MALE,1,.i:  Inapplicable,-100.0,Ballot c
2018,390,Retired,Widowed,76,14,High school,FEMALE,1,3,-100.0,Ballot b
2018,391,Working full time,Divorced,55,13,High school,FEMALE,1,.i:  Inapplicable,26287.5,Ballot c
2018,392,Working full time,Never married,28,18,Graduate,MALE,4,1,9638.75,Ballot b
2018,393,Keeping house,Never married,18,9,Less than high school,FEMALE,1,5,-100.0,Ballot a
2018,394,"With a job, but not at work because of temporary illness, vacation, strike",Never married,24,17,Graduate,FEMALE,5,.i:  Inapplicable,5257.5,Ballot c
2018,395,Working full time,Married,34,No formal schooling,Less than high school,MALE,1,0 hours,112160.0,Ballot a
2018,396,Working part time,Married,77,16,High school,FEMALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,397,Retired,Never married,89 or older,12,High school,MALE,1,6,19277.5,Ballot b
2018,398,Working part time,Married,69,19,Graduate,MALE,2,1,84120.0,Ballot b
2018,399,Retired,Divorced,70,12,High school,MALE,2,2,38555.0,Ballot a
2018,400,Retired,Married,71,16,Bachelor's,FEMALE,2,3,112160.0,Ballot a
2018,401,Working full time,Never married,34,16,Bachelor's,MALE,1,0 hours,19277.5,Ballot b
2018,402,Other,Never married,77,12,High school,FEMALE,5,9,-100.0,Ballot b
2018,403,Working full time,Never married,20,12,High school,FEMALE,3,.i:  Inapplicable,-100.0,Ballot c
2018,404,Working part time,Married,38,3,Less than high school,FEMALE,4,1,3154.5,Ballot b
2018,405,Keeping house,Never married,29,12,High school,FEMALE,6,1,31545.0,Ballot a
2018,406,Retired,Married,69,15,High school,MALE,2,3,31545.0,Ballot b
2018,407,"Unemployed, laid off, looking for work",Never married,36,11,High school,FEMALE,4,2,11391.25,Ballot a
2018,408,"With a job, but not at work because of temporary illness, vacation, strike",Married,43,14,High school,FEMALE,5,0 hours,-100.0,Ballot b
2018,409,Other,Divorced,64,13,High school,FEMALE,2,15,6309.0,Ballot b
2018,410,Working full time,Married,53,13,High school,MALE,3,2,57832.5,Ballot a
2018,411,Retired,Married,69,15,High school,FEMALE,2,3,-100.0,Ballot b
2018,412,"With a job, but not at work because of temporary illness, vacation, strike",Divorced,39,10,High school,FEMALE,1,2,14896.25,Ballot a
2018,413,Working full time,Married,57,14,High school,MALE,2,2,-100.0,Ballot a
2018,414,Working full time,Married,63,15,Associate/junior college,FEMALE,2,3,98140.0,Ballot b
2018,415,Retired,Never married,75,8,Less than high school,FEMALE,2,9,-100.0,Ballot b
2018,416,Working full time,Married,32,16,Bachelor's,MALE,2,2,158201.84123,Ballot a
2018,417,Working full time,Separated,46,13,High school,MALE,2,.i:  Inapplicable,57832.5,Ballot c
2018,418,"Unemployed, laid off, looking for work",Divorced,41,12,High school,MALE,1,.i:  Inapplicable,31545.0,Ballot c
2018,419,Working full time,Married,.n:  No answer,14,Associate/junior college,FEMALE,2,1,38555.0,Ballot b
2018,420,"With a job, but not at work because of temporary illness, vacation, strike",Divorced,49,16,Bachelor's,FEMALE,1,2,38555.0,Ballot a
2018,421,Retired,Married,65,13,Associate/junior college,MALE,2,4,16648.75,Ballot b
2018,422,Working full time,Married,59,14,Associate/junior college,FEMALE,3,.i:  Inapplicable,98140.0,Ballot c
2018,423,Working full time,Divorced,47,12,High school,MALE,5,7,47317.5,Ballot b
2018,424,Working full time,Never married,27,13,High school,FEMALE,5,.i:  Inapplicable,-100.0,Ballot c
2018,425,Working full time,Married,57,12,High school,FEMALE,2,4,31545.0,Ballot b
2018,426,Working part time,Married,74,20,Graduate,FEMALE,2,.i:  Inapplicable,98140.0,Ballot c
2018,427,Working part time,Married,51,18,Graduate,FEMALE,3,2,2453.5,Ballot b
2018,428,Working full time,Married,44,20,Graduate,MALE,4,1,158201.84123,Ballot a
2018,429,Working full time,Divorced,46,16,Bachelor's,FEMALE,5,3,158201.84123,Ballot b
2018,430,Working full time,Married,42,12,High school,FEMALE,3,1,84120.0,Ballot a
2018,431,Working full time,Divorced,65,16,Bachelor's,FEMALE,1,.i:  Inapplicable,112160.0,Ballot c
2018,432,Working full time,Married,36,16,Bachelor's,MALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,433,Retired,Widowed,80,18,Graduate,FEMALE,2,4,84120.0,Ballot b
2018,434,Working full time,Married,32,16,Bachelor's,FEMALE,3,1,26287.5,Ballot b
2018,435,Retired,Widowed,89 or older,5,Less than high school,MALE,1,7,-100.0,Ballot a
2018,436,Keeping house,Married,40,16,Bachelor's,FEMALE,5,3,-100.0,Ballot a
2018,437,Retired,Widowed,88,12,Less than high school,FEMALE,1,3,84120.0,Ballot a
2018,438,Keeping house,Married,59,16,Bachelor's,FEMALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,439,Working full time,Married,55,18,Graduate,FEMALE,2,0 hours,158201.84123,Ballot b
2018,440,Working full time,Never married,31,14,High school,FEMALE,1,.i:  Inapplicable,26287.5,Ballot c
2018,441,Working full time,Married,31,18,Graduate,MALE,2,.i:  Inapplicable,16648.75,Ballot c
2018,442,Working full time,Married,35,16,Bachelor's,FEMALE,3,.i:  Inapplicable,57832.5,Ballot c
2018,443,In school,Never married,32,17,Bachelor's,FEMALE,3,1,-100.0,Ballot b
2018,444,Keeping house,Married,48,12,High school,FEMALE,7,3,38555.0,Ballot a
2018,445,"Unemployed, laid off, looking for work",Married,24,12,High school,FEMALE,4,.i:  Inapplicable,70100.0,Ballot c
2018,446,Working full time,Never married,22,12,High school,MALE,5,4,84120.0,Ballot b
2018,447,Working full time,Never married,37,16,High school,FEMALE,2,.i:  Inapplicable,22782.5,Ballot c
2018,448,Working full time,Never married,34,16,Bachelor's,FEMALE,1,0 hours,112160.0,Ballot a
2018,449,Retired,Widowed,89 or older,12,High school,FEMALE,1,.i:  Inapplicable,-100.0,Ballot c
2018,450,Keeping house,Never married,55,No formal schooling,Less than high school,FEMALE,3,12,-100.0,Ballot b
2018,451,Working full time,Never married,46,12,High school,MALE,4,2,70100.0,Ballot a
2018,452,"Unemployed, laid off, looking for work",Married,29,17,Bachelor's,FEMALE,2,.i:  Inapplicable,38555.0,Ballot c
2018,453,Retired,Widowed,83,12,Less than high school,FEMALE,2,4,47317.5,Ballot b
2018,454,Working full time,Never married,33,16,Bachelor's,FEMALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,455,Working full time,Divorced,46,18,Graduate,FEMALE,3,1,84120.0,Ballot a
2018,456,In school,Never married,19,13,High school,MALE,4,1,47317.5,Ballot a
2018,457,Retired,Separated,65,19,Bachelor's,MALE,3,.i:  Inapplicable,38555.0,Ballot c
2018,458,In school,Married,37,16,High school,FEMALE,7,.i:  Inapplicable,158201.84123,Ballot c
2018,459,Retired,Married,64,12,High school,FEMALE,3,4,57832.5,Ballot a
2018,460,Working full time,Married,22,14,Associate/junior college,FEMALE,2,20,19277.5,Ballot b
2018,461,Working full time,Married,28,16,Bachelor's,MALE,2,.i:  Inapplicable,84120.0,Ballot c
2018,462,Working full time,Never married,24,17,Bachelor's,FEMALE,2,.i:  Inapplicable,22782.5,Ballot c
2018,463,Working full time,Married,43,15,Associate/junior college,MALE,2,.i:  Inapplicable,112160.0,Ballot c
2018,464,Working full time,Never married,32,16,Bachelor's,MALE,3,4,47317.5,Ballot b
2018,465,Retired,Married,76,16,Bachelor's,FEMALE,2,5,158201.84123,Ballot a
2018,466,Working part time,Never married,21,14,High school,FEMALE,7,.i:  Inapplicable,84120.0,Ballot c
2018,467,Working full time,Married,48,14,Associate/junior college,FEMALE,4,1,112160.0,Ballot b
2018,468,Retired,Married,76,15,High school,MALE,2,6,-100.0,Ballot b
2018,469,Working full time,Married,55,16,Bachelor's,FEMALE,2,3,158201.84123,Ballot a
2018,470,Working full time,Divorced,70,14,High school,FEMALE,1,4,22782.5,Ballot b
2018,471,Retired,Divorced,66,18,Graduate,FEMALE,1,0 hours,26287.5,Ballot a
2018,472,Working full time,Divorced,37,19,Graduate,FEMALE,5,.i:  Inapplicable,47317.5,Ballot c
2018,473,Retired,Married,70,16,Graduate,FEMALE,2,2,84120.0,Ballot a
2018,474,Working full time,Married,43,18,Graduate,MALE,2,.i:  Inapplicable,98140.0,Ballot c
2018,475,In school,Never married,19,9,Less than high school,FEMALE,4,.i:  Inapplicable,6309.0,Ballot c
2018,476,Retired,Married,70,15,High school,MALE,2,4,84120.0,Ballot b
2018,477,Working full time,Married,40,18,Graduate,FEMALE,2,.i:  Inapplicable,70100.0,Ballot c
2018,478,Working full time,Married,59,20,Bachelor's,MALE,3,2,31545.0,Ballot b
2018,479,Retired,Married,70,12,High school,FEMALE,3,5,84120.0,Ballot a
2018,480,Working part time,Never married,31,13,High school,MALE,3,.i:  Inapplicable,70100.0,Ballot c
2018,481,Working full time,Never married,51,18,Graduate,FEMALE,1,2,57832.5,Ballot b
2018,482,Working part time,Married,32,15,High school,FEMALE,2,2,38555.0,Ballot b
2018,483,"Unemployed, laid off, looking for work",Married,60,12,High school,FEMALE,3,5,-100.0,Ballot a
2018,484,Working full time,Never married,27,12,High school,MALE,2,.i:  Inapplicable,70100.0,Ballot c
2018,485,Retired,Widowed,89 or older,16,Bachelor's,MALE,1,1,98140.0,Ballot a
2018,486,Keeping house,Divorced,50,11,High school,FEMALE,4,.i:  Inapplicable,16648.75,Ballot c
2018,487,Working part time,Never married,44,16,Bachelor's,FEMALE,5,6,47317.5,Ballot a
2018,488,Retired,Widowed,85,12,High school,FEMALE,1,10,22782.5,Ballot b
2018,489,Working full time,Married,33,12,Less than high school,MALE,5,1,38555.0,Ballot b
2018,490,Keeping house,Never married,31,14,High school,FEMALE,3,.i:  Inapplicable,-100.0,Ballot c
2018,491,Working full time,Married,46,16,Bachelor's,FEMALE,2,1,158201.84123,Ballot b
2018,492,Working full time,Married,72,16,Graduate,MALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,493,Working part time,Divorced,50,20,Graduate,FEMALE,3,.i:  Inapplicable,158201.84123,Ballot c
2018,494,Retired,Married,66,20,Graduate,MALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,495,Working full time,Never married,35,17,Bachelor's,FEMALE,1,.i:  Inapplicable,31545.0,Ballot c
2018,496,Working full time,Never married,35,11,Less than high school,FEMALE,3,4,11391.25,Ballot a
2018,497,Working full time,Never married,33,13,High school,FEMALE,3,.i:  Inapplicable,31545.0,Ballot c
2018,498,Retired,Separated,66,6,Less than high school,FEMALE,1,.i:  Inapplicable,2453.5,Ballot c
